count,tInitial,tFinal,accel_M_x,accel_M_y,accel_M_z,accel_H,gyro_M_x,gyro_M_y,gyro_M_z,mag_M_x,mag_M_y,mag_M_z,temp
7765,185353,185362,-133,756,-1347,-639,114,-27,9766,9105,6369,20871,"(1789, -139)"
7766,185375,185384,-123,626,-1009,-1231,90,-2,9773,8261,7471,20919,"(1711, -171)"
7767,185397,185406,-282,760,-1009,-1087,196,-8,9794,7764,8728,20751,"(1718, -171)"
7768,185419,185427,-470,465,-1307,-1535,73,-33,9767,7572,10039,20649,"(1709, -139)"
7769,185441,185449,-474,879,-1366,-1023,184,-17,9752,7872,11488,20625,"(1754, -139)"
7770,185466,185474,-368,465,-1173,-15,126,-8,9763,8387,12727,20739,"(1766, -139)"
7771,185488,185496,-459,493,-1096,-927,147,10,9790,9410,13595,20769,"(1710, -139)"
7772,185513,185521,-611,132,-1166,-767,242,5,9767,10578,14655,20595,"(1727, -171)"
7773,185535,185543,-534,417,-1313,-911,251,6,9760,12464,15283,20536,"(1778, -139)"
7774,185557,185565,-644,522,-1023,-1359,359,-24,9782,13679,15535,20775,"(1835, -171)"
7775,185578,185587,-556,348,-836,-655,229,-20,9797,15666,15421,20769,"(1759, -139)"
7776,185600,185609,-511,576,-1167,-1695,244,-10,9786,17301,15032,20673,"(1777, -139)"
7777,185622,185631,-445,474,-1239,-895,74,-11,9769,19144,14409,20895,"(1786, -139)"
7778,185644,185653,-552,515,-1065,-1039,228,-4,9759,20264,13296,20697,"(1786, -139)"
7779,185666,185674,-384,465,-1196,-751,202,27,9766,21569,12224,20949,"(1770, -171)"
7780,185691,185700,-302,413,-1379,-639,195,18,9743,22437,10811,20805,"(1702, -139)"
7781,185735,185743,-498,454,-1146,-623,84,28,9716,22509,8010,21140,"(1753, -139)"
7782,185756,185765,-436,503,-1112,-543,-6,37,9706,22287,6734,21003,"(1779, -139)"
7783,185778,185787,-519,831,-1051,-623,108,48,9724,21222,5717,21146,"(1811, -139)"
7784,185800,185809,-493,682,-1250,-975,108,34,9691,20563,4723,21290,"(1792, -171)"
7785,185822,185830,-312,575,-1021,-719,128,37,9667,18977,4118,21176,"(1769, -139)"
7786,185848,185857,-486,702,-1072,-815,110,33,9726,16929,3304,21038,"(1696, -139)"
7787,185870,185879,-708,398,-1149,-879,-34,18,9703,15505,3190,21074,"(1779, -171)"
7788,185892,185901,-421,651,-1348,-1183,154,27,9704,13697,3567,21044,"(1818, -139)"
7789,185914,185923,-519,506,-1048,-815,44,-287,9710,12182,4028,21050,"(1827, -171)"
7790,185940,185948,-487,322,-1141,-1103,9,-16,9687,10458,4855,21320,"(1812, -171)"
7791,185962,185970,-219,580,-1194,-1023,186,16,9672,9087,5998,21200,"(1826, -139)"
7792,185983,185992,-632,443,-675,-783,83,6,9675,8309,7297,21062,"(1808, -139)"
7793,186005,186014,-490,364,-1291,-847,153,13,9668,7357,8734,21116,"(1786, -139)"
7794,186027,186036,-337,530,-1211,-751,32,26,9644,7507,10045,21266,"(1799, -139)"
7795,186049,186058,-330,541,-886,-271,67,50,9630,7495,11488,21212,"(1790, -171)"
7796,186071,186080,-304,638,-971,-1039,78,73,9634,8213,12595,20799,"(1757, -139)"
7797,186093,186102,-297,537,-1035,-767,57,50,9581,9069,13703,21152,"(1766, -139)"
7798,186115,186124,-339,442,-1119,-527,9,66,9617,10189,14571,20907,"(1784, -171)"
7799,186141,186150,-452,417,-1157,-655,32,42,9577,12188,15056,21074,"(1739, -139)"
7800,186167,186175,-401,301,-1100,-591,275,49,9593,14188,15229,21116,"(1822, -171)"
7801,186189,186197,-609,813,-1080,-1359,53,34,9598,15529,15229,20679,"(1792, -139)"
7802,186211,186219,-502,646,-765,-159,69,33,9587,17414,14894,21248,"(1755, -171)"
7803,186233,186241,-504,481,-905,-703,86,13,9600,18851,14265,21062,"(1716, -171)"
7804,186255,186263,-511,662,-914,-815,153,20,9581,20396,13326,20679,"(1770, -139)"
7805,186276,186285,-549,459,-1191,-1103,115,20,9584,21222,12140,20823,"(1804, -171)"
7806,186298,186307,-234,471,-922,-831,141,30,9543,22042,10721,20811,"(1750, -139)"
7807,186320,186329,-89,598,-1057,-447,146,37,9557,22371,9524,20991,"(1827, -171)"
7808,186342,186351,-309,532,-884,-719,218,40,9540,22371,8123,20877,"(1740, -139)"
7809,186364,186373,-376,476,-1059,-447,20,50,9516,22216,6992,21374,"(1711, -171)"
7810,186429,186438,-348,485,-1027,-415,108,74,9468,19456,4148,21218,"(1720, -171)"
7811,186451,186460,-365,750,-1181,-767,2,61,9477,17833,3556,21452,"(1736, -171)"
7812,186478,186486,-342,713,-882,-639,35,57,9445,15828,3065,21344,"(1705, -139)"
7813,186500,186508,-243,326,-897,-847,112,48,9484,14074,3388,21302,"(1721, -139)"
7814,186522,186530,-392,564,-775,-1023,163,38,9464,12787,3663,21032,"(1776, -171)"
7815,186544,186552,-582,603,-1007,-623,67,16,9464,10883,4537,21248,"(1729, -171)"
7816,186566,186574,-378,393,-808,-815,24,12,9468,9901,5148,21272,"(1723, -171)"
7817,186587,186596,-147,678,-1339,-335,20,-10,9469,8453,6519,20967,"(1746, -171)"
7818,186609,186618,-370,143,-1118,-751,97,-6,9448,7698,7644,20937,"(1773, -139)"
7819,186631,186640,-345,289,-1126,-127,252,-4,9442,7034,9135,21110,"(1731, -139)"
7820,186657,186665,-193,678,-1031,-287,114,35,9425,7171,10805,20853,"(1685, -139)"
7821,186678,186687,-286,393,-725,-591,147,40,9394,7501,11781,21218,"(1695, -171)"
7822,186700,186709,-281,536,-972,-751,158,60,9397,8303,13230,21410,"(1703, -139)"
7823,186722,186731,-228,448,-1054,-239,77,86,9369,8949,13912,21326,"(1791, -139)"
7824,186744,186753,-450,641,-839,-111,139,88,9354,10518,15014,20889,"(1691, -139)"
7825,186770,186779,-157,580,-1133,-559,21,104,9354,12296,15565,21104,"(1665, -171)"
7826,186793,186801,-261,479,-1059,-719,93,93,9360,13828,15487,21044,"(1723, -139)"
7827,186815,186823,-461,600,-989,-191,45,80,9350,15822,15373,20865,"(1707, -171)"
7828,186836,186845,-539,574,-932,-559,91,62,9357,17211,14798,20601,"(1734, -139)"
7829,186858,186867,-165,302,-1015,-511,116,44,9334,19276,14230,21038,"(1822, -171)"
7830,186884,186892,-574,518,-1170,-815,-19,30,9332,20671,13002,20733,"(1763, -139)"
7831,186906,186914,-423,363,-1212,-383,105,25,9345,21623,12140,20607,"(1772, -171)"
7832,186928,186936,-438,274,-1028,-879,96,30,9344,22497,10656,20583,"(1762, -171)"
7833,186949,186958,-298,467,-887,-1647,154,43,9331,22587,9422,20595,"(1736, -171)"
7834,186971,186980,-325,482,-916,-623,149,36,9313,22718,7890,20889,"(1732, -139)"
7835,186993,187002,-283,413,-1075,-815,186,37,9284,22443,6998,20937,"(1724, -139)"
7836,187015,187024,-430,576,-998,-575,158,68,9269,21635,5765,21044,"(1700, -139)"
7837,187037,187046,-243,309,-994,-479,101,61,9291,20761,4753,21050,"(1722, -171)"
7838,187063,187072,-195,354,-1104,-463,137,94,9247,18923,3963,21080,"(1713, -139)"
7839,187086,187094,-200,386,-992,-607,76,117,9266,17552,3579,20901,"(1720, -171)"
7840,187111,187119,-446,220,-804,-543,76,90,9255,16008,3496,20943,"(1733, -139)"
7841,187133,187141,-245,51,-997,-735,194,102,9237,13763,3430,20817,"(1700, -139)"
7842,187155,187163,-516,185,-950,-703,128,101,9236,12565,3783,21032,"(1734, -139)"
7843,187177,187185,-648,552,-1002,-783,38,77,9234,10865,4615,20955,"(1765, -139)"
7844,187199,187207,-396,441,-1028,-959,116,75,9226,9865,5393,21260,"(1745, -171)"
7845,187221,187229,-441,455,-846,-479,44,68,9230,8524,6645,21092,"(1762, -171)"
7846,187242,187251,-495,187,-920,-511,82,50,9213,7650,7644,21242,"(1732, -139)"
7847,187264,187273,-508,363,-1078,-895,138,44,9196,7363,9183,20961,"(1714, -171)"
7848,187286,187295,-554,352,-904,-767,112,46,9205,7123,10434,21146,"(1766, -139)"
7849,187308,187317,-256,122,-891,-911,273,49,9173,7261,11859,20877,"(1766, -171)"
7850,187333,187342,-97,195,-1021,-463,108,68,9157,8225,13182,21170,"(1778, -139)"
7851,187360,187368,-356,431,-1002,-943,99,85,9147,9590,14373,20847,"(1746, -171)"
7852,187382,187390,-255,463,-920,-879,134,90,9132,10668,14756,20751,"(1742, -139)"
7853,187404,187412,-308,335,-861,-703,175,99,9118,12164,15499,20925,"(1751, -139)"
7854,187426,187434,-327,191,-819,-447,138,110,9107,13691,15702,20655,"(1687, -171)"
7855,187448,187456,-255,329,-982,-623,1,102,9105,15481,15433,20374,"(1734, -139)"
7856,187470,187478,-369,565,-827,-431,53,113,9101,16816,15169,20284,"(1715, -139)"
7857,187492,187500,-287,365,-865,-927,2,96,9095,18648,14601,20530,"(1762, -139)"
7858,187513,187522,-363,528,-888,-1263,85,91,9108,19647,13637,20679,"(1741, -139)"
7859,187535,187544,-290,406,-1190,-287,85,85,9083,20982,12847,20733,"(1727, -171)"
7860,187561,187569,-538,235,-1101,-623,188,75,9071,22263,11302,20428,"(1742, -139)"
7861,187582,187591,-317,430,-909,-399,121,67,9064,22545,10183,20667,"(1774, -139)"
7862,187604,187613,-184,389,-978,-911,120,64,9036,22934,8602,20703,"(1774, -139)"
7863,187626,187635,-520,235,-834,-1167,27,57,9059,22754,7650,20631,"(1784, -139)"
7864,187659,187668,-310,225,-837,-719,138,69,9016,21593,5723,20691,"(1719, -139)"
7865,187682,187690,-263,478,-715,-671,72,91,8999,20755,4579,20661,"(1737, -139)"
7866,187704,187712,-301,215,-776,-303,105,94,8982,19366,3993,20967,"(1750, -139)"
7867,187747,187755,-294,400,-620,-783,97,104,8960,16600,3214,20895,"(1698, -139)"
7868,187809,187817,-461,185,-887,-623,130,112,8943,12362,3747,20931,"(1775, -139)"
7869,187831,187839,-293,482,-901,-863,-19,104,8934,10626,4675,21158,"(1739, -139)"
7870,187856,187864,-479,321,-727,-623,83,90,8931,9309,5639,20811,"(1771, -171)"
7871,187884,187892,-445,338,-930,-879,147,86,8905,8399,6836,20961,"(1735, -139)"
7872,187906,187914,-386,465,-909,-719,76,67,8894,7656,8189,20889,"(1778, -171)"
7873,187927,187936,-272,128,-805,-1055,110,74,8913,7369,9309,21020,"(1747, -139)"
7874,187949,187958,-237,250,-922,-319,134,67,8852,7100,10835,21056,"(1783, -139)"
7875,187971,187980,-323,310,-943,-735,18,58,8875,7692,11715,20781,"(1757, -139)"
7876,187993,188002,-296,353,-967,-831,117,78,8839,8261,13026,20691,"(1769, -139)"
7877,188019,188028,-278,367,-703,-799,112,90,8827,9362,13936,20488,"(1714, -171)"
7878,188042,188050,-210,345,-752,-655,192,101,8817,10428,14511,20715,"(1764, -139)"
7879,188064,188072,-355,211,-881,-1343,201,109,8780,12098,15199,20601,"(1774, -171)"
7880,188089,188097,-275,399,-815,-735,184,110,8785,13751,15325,20595,"(1725, -171)"
7881,188111,188119,-560,552,-996,-575,148,121,8784,15157,15403,20577,"(1717, -139)"
7882,188133,188141,-259,421,-903,-687,110,123,8752,16876,15032,20554,"(1731, -171)"
7883,188154,188163,-256,510,-946,-879,17,118,8766,18037,14493,20607,"(1772, -171)"
7884,188176,188185,-215,495,-810,-511,56,108,8766,19905,13643,20715,"(1715, -139)"
7885,188198,188207,-299,282,-976,-623,61,85,8756,20851,12871,20458,"(1780, -139)"
7886,188220,188229,-376,223,-851,-559,125,75,8748,21653,11404,20811,"(1778, -139)"
7887,188242,188251,-204,398,-950,-655,5,60,8733,22389,10506,20775,"(1780, -139)"
7888,188264,188272,-287,412,-856,-399,14,51,8733,22497,8937,20835,"(1762, -139)"
7889,188286,188294,-338,354,-915,-495,66,62,8718,22401,7956,20889,"(1737, -171)"
7890,188311,188320,-216,339,-982,-623,14,69,8681,22359,6680,20476,"(1772, -171)"
7891,188337,188346,-152,175,-965,15,93,64,8674,21216,5082,20889,"(1809, -139)"
7892,188360,188368,-62,444,-922,-639,68,77,8661,20348,4477,20931,"(1760, -139)"
7893,188382,188390,-240,608,-723,-591,40,78,8638,18995,3550,20865,"(1783, -139)"
7894,188403,188412,-251,378,-950,-367,113,100,8642,17480,3322,20775,"(1786, -171)"
7895,188425,188434,-58,242,-1084,-463,26,106,8620,15888,3053,20895,"(1726, -139)"
7896,188447,188456,-256,263,-805,-495,114,117,8620,14373,3047,20841,"(1782, -139)"
7897,188469,188478,-189,415,-930,-703,76,116,8597,12883,3615,20667,"(1720, -171)"
7898,188491,188500,-128,354,-861,-559,62,116,8585,11673,4064,20949,"(1706, -139)"
7899,188513,188521,-247,270,-709,-815,69,104,8586,10129,4699,21116,"(1795, -139)"
7900,188538,188547,-302,437,-1063,-847,32,88,8576,8997,5938,20913,"(1733, -171)"
7901,188560,188569,-204,269,-739,-591,73,85,8575,8411,7004,20793,"(1722, -139)"
7902,188582,188591,-382,15,-726,-463,68,75,8557,7381,8093,21152,"(1767, -139)"
7903,188604,188612,-293,155,-859,-847,121,76,8543,7135,9081,20901,"(1770, -139)"
7904,188630,188639,-257,556,-890,-1343,113,67,8527,7393,10566,20829,"(1752, -139)"
7905,188652,188661,-224,110,-716,-703,102,52,8513,7537,11853,20781,"(1805, -139)"
7906,188674,188683,-332,3,-776,-703,108,60,8488,8153,12553,20907,"(1719, -171)"
7907,188696,188705,-143,338,-659,-399,97,73,8472,9243,13918,20931,"(1786, -171)"
7908,188718,188727,-291,519,-949,-687,96,85,8475,9985,14481,20781,"(1744, -139)"
7909,188740,188748,-112,443,-834,-815,108,88,8464,11649,15163,20524,"(1777, -171)"
7910,188765,188774,-220,305,-704,-431,107,93,8442,13272,15181,20679,"(1737, -171)"
7911,188787,188796,-93,460,-819,-575,90,110,8420,14325,15289,20769,"(1706, -171)"
7912,188809,188817,-287,335,-715,-703,32,104,8437,16127,15098,20715,"(1720, -139)"
7913,188831,188839,-180,440,-885,-367,53,93,8422,17390,14762,20530,"(1707, -171)"
7914,188853,188861,-290,290,-907,-719,34,82,8417,18947,13984,20542,"(1738, -139)"
7915,188875,188883,-62,203,-852,-511,85,80,8407,19875,13266,20368,"(1762, -139)"
7916,188897,188905,-242,330,-963,-735,106,67,8403,21186,12152,20673,"(1725, -171)"
7917,188923,188931,-299,415,-830,-719,176,61,8386,21832,10901,20751,"(1736, -139)"
7918,188945,188953,-349,236,-766,-783,19,44,8378,22281,9841,20643,"(1761, -171)"
7919,188967,188975,-224,293,-786,-655,21,44,8358,22425,8369,20793,"(1742, -139)"
7920,188992,189001,-304,153,-843,-511,102,53,8350,22551,7465,20733,"(1757, -139)"
7921,189014,189023,-67,354,-683,-495,89,50,8321,21952,6309,20715,"(1753, -171)"
7922,189036,189044,-164,137,-666,-1007,123,51,8314,21198,5076,20799,"(1775, -171)"
7923,189058,189066,-174,232,-732,-687,85,57,8304,20402,4681,20745,"(1770, -139)"
7924,189080,189088,-180,439,-797,-623,53,73,8286,18905,4094,20733,"(1741, -171)"
7925,189102,189110,-20,425,-656,-783,107,81,8284,17851,3825,20332,"(1741, -171)"
7926,189163,189172,-243,166,-725,-575,116,93,8264,13900,3460,20619,"(1702, -139)"
7927,189185,189194,-261,652,-856,-431,82,93,8257,12128,4088,20865,"(1775, -139)"
7928,189207,189216,-369,326,-715,-671,96,80,8258,11123,4567,21003,"(1719, -139)"
7929,189229,189238,-279,293,-781,-431,54,75,8241,9746,5711,20781,"(1713, -139)"
7930,189259,189267,-324,193,-834,-1071,61,59,8227,8560,6525,20781,"(1726, -171)"
7931,189281,189289,-308,355,-902,-847,99,65,8208,7902,7626,20877,"(1779, -139)"
7932,189303,189311,-187,200,-653,-655,76,52,8208,7608,9183,21056,"(1782, -171)"
7933,189325,189333,-334,147,-835,-879,138,60,8173,7489,9991,20967,"(1755, -171)"
7934,189347,189355,-202,199,-848,-671,76,60,8211,7417,11015,20859,"(1734, -139)"
7935,189368,189377,-229,241,-703,-399,128,73,8125,7830,12038,20853,"(1791, -139)"
7936,189390,189399,-67,496,-743,-623,92,84,8181,8447,13086,21032,"(1778, -139)"
7937,189412,189421,-265,141,-798,-1007,121,93,8113,9315,13900,20685,"(1713, -139)"
7938,189434,189443,-258,340,-745,-1071,108,92,8139,10566,14607,20350,"(1697, -139)"
7939,189456,189465,-214,240,-783,-655,109,98,8098,11673,15187,20452,"(1725, -139)"
7940,189481,189490,-202,426,-941,-175,73,113,8102,13338,15517,20242,"(1737, -139)"
7941,189503,189512,-164,365,-652,-719,82,99,8089,14535,15409,20194,"(1742, -139)"
7942,189525,189534,-349,632,-767,-527,56,86,8080,15996,15283,20290,"(1738, -139)"
7943,189551,189560,-253,356,-653,-751,12,76,8088,17768,14756,20566,"(1725, -139)"
7944,189574,189582,-297,332,-714,-591,52,65,8067,19127,14110,20685,"(1688, -139)"
7945,189595,189604,-310,355,-859,-1119,42,52,8066,20240,13326,20889,"(1722, -139)"
7946,189617,189626,-414,98,-767,-303,54,46,8037,21126,12134,20595,"(1737, -171)"
7947,189639,189648,-255,285,-722,-463,83,46,8025,21659,11320,20571,"(1736, -171)"
7948,189661,189670,-5,295,-813,-655,93,50,8021,22246,9829,20512,"(1726, -139)"
7949,189683,189692,-182,304,-727,-479,94,51,8011,22299,8818,20619,"(1777, -171)"
7950,189708,189717,-342,306,-830,-975,88,60,7982,22198,7644,20877,"(1749, -139)"
7951,189730,189739,-203,192,-697,-575,99,73,7965,21809,6495,21038,"(1763, -171)"
7952,189752,189761,-142,382,-796,-655,109,78,7960,21102,5777,20865,"(1724, -171)"
7953,189795,189804,-286,337,-580,-623,114,90,7930,19516,4268,21218,"(1677, -139)"
7954,189817,189826,-217,201,-586,-783,80,90,7929,18474,3837,21290,"(1697, -139)"
7955,189839,189848,-299,337,-839,-415,78,81,7923,16965,3484,21110,"(1688, -139)"
7956,189865,189874,-373,398,-803,-639,70,77,7910,15738,3364,21440,"(1657, -139)"
7957,189888,189896,-243,494,-763,-511,125,77,7890,14092,3502,21308,"(1705, -171)"
7958,189909,189918,-302,312,-646,-671,89,57,7897,13224,3717,20961,"(1673, -139)"
7959,189931,189940,-288,184,-796,-463,64,56,7891,11619,4346,20961,"(1663, -171)"
7960,189956,189965,-251,285,-737,-943,76,42,7868,10254,5304,20991,"(1657, -139)"
7961,189978,189987,-280,262,-897,-591,88,40,7874,9255,5992,20769,"(1732, -139)"
7962,190000,190009,-59,242,-798,-319,96,37,7836,8417,6914,20931,"(1681, -139)"
7963,190022,190031,-205,365,-660,-287,69,40,7837,7632,7890,20577,"(1672, -139)"
7964,190044,190052,-195,245,-798,-719,108,38,7821,7429,9111,21188,"(1689, -139)"
7965,190066,190074,-95,203,-717,-879,100,51,7813,7435,10111,21176,"(1721, -139)"
7966,190088,190096,-197,145,-725,-703,108,51,7793,7620,11476,21009,"(1665, -139)"
7967,190110,190118,-166,494,-684,-511,110,60,7779,7956,12302,20961,"(1663, -171)"
7968,190131,190140,-166,283,-741,-1103,82,68,7770,8506,13356,20871,"(1683, -139)"
7969,190157,190165,-218,28,-761,-767,68,80,7763,9566,14337,20847,"(1684, -139)"
7970,190182,190191,-187,158,-783,-655,57,76,7741,10865,14888,20901,"(1648, -139)"
7971,190204,190213,-118,364,-528,-607,82,83,7730,11871,15110,20973,"(1691, -139)"
7972,190226,190235,-182,232,-669,-623,75,81,7727,13409,15553,20673,"(1675, -139)"
7973,190248,190256,-176,320,-722,-383,54,88,7706,14463,15325,20835,"(1690, -139)"
7974,190277,190285,-239,574,-802,-527,76,84,7714,16534,15139,21020,"(1635, -171)"
7975,190299,190307,-259,270,-735,-719,33,77,7685,17510,14726,20799,"(1621, -139)"
7976,190320,190329,-166,334,-630,-703,48,74,7693,18881,14044,20506,"(1673, -139)"
7977,190342,190351,-98,419,-684,-751,59,58,7662,19815,13385,20775,"(1659, -139)"
7978,190364,190373,-156,316,-658,-655,11,48,7674,20845,12523,20859,"(1624, -171)"
7979,190386,190395,-163,160,-635,-239,25,45,7640,21449,11542,20835,"(1640, -139)"
7980,190411,190420,-325,58,-698,-703,26,36,7640,22078,10201,20721,"(1653, -139)"
7981,190433,190442,-279,223,-677,-527,-14,32,7627,22467,9141,21326,"(1703, -139)"
7982,190468,190477,-232,160,-615,-959,36,34,7606,22234,7489,20703,"(1672, -139)"
7983,190490,190498,-207,389,-622,-335,1,40,7604,21815,6555,20889,"(1667, -139)"
7984,190552,190560,-85,261,-728,-559,29,46,7561,19426,4400,21110,"(1702, -171)"
7985,190596,190604,-26,305,-604,-191,96,52,7535,17001,3639,20955,"(1695, -139)"
7986,190617,190626,-165,244,-558,-655,70,53,7527,16115,3508,21272,"(1649, -139)"
7987,190639,190648,-119,284,-687,-719,30,56,7531,14900,3508,21344,"(1659, -139)"
7988,190661,190670,-123,409,-678,-847,17,59,7504,13487,3675,21182,"(1652, -139)"
7989,190683,190692,-61,285,-866,-463,50,66,7491,12362,3927,21176,"(1725, -139)"
7990,190708,190717,-13,419,-702,-991,67,52,7483,11146,4831,21224,"(1689, -139)"
7991,190730,190739,-186,314,-579,-639,-5,59,7475,10033,5292,21110,"(1652, -139)"
7992,190752,190761,74,334,-561,-831,35,53,7457,9021,7555,21074,"(1669, -139)"
7993,190774,190782,-8,224,-599,-575,27,54,7453,8141,7082,21218,"(1684, -139)"
7994,190796,190804,-176,298,-656,-879,58,58,7438,7896,7986,21134,"(1694, -139)"
7995,190818,190826,27,435,-690,-655,-22,59,7443,7285,8913,21428,"(1671, -139)"
7996,190844,190852,-132,178,-796,-895,6,57,7424,7429,10201,21170,"(1722, -139)"
7997,190866,190875,-139,310,-615,-623,41,56,7400,7495,11530,21098,"(1726, -139)"
7998,190888,190897,-47,268,-843,-303,-16,49,7398,7854,12170,20949,"(1673, -171)"
7999,190910,190919,-249,352,-558,-559,25,62,7378,8488,13194,21218,"(1700, -139)"
8000,190935,190944,-63,213,-680,-783,14,54,7375,9662,14110,20901,"(1713, -139)"
8001,190957,190966,-176,322,-585,-719,5,56,7360,10314,14643,20673,"(1673, -171)"
8002,190979,190988,-136,324,-565,-287,285,48,7351,11577,15062,20679,"(1698, -139)"
8003,191001,191010,-195,124,-742,-719,18,32,7344,12631,15181,20769,"(1689, -139)"
8004,191023,191032,-113,236,-656,-687,-2,43,7330,13840,15373,20853,"(1673, -139)"
8005,191045,191054,23,258,-508,-351,-12,46,7319,15038,15271,20434,"(1736, -139)"
8006,191067,191075,-115,310,-572,-735,-32,37,7321,16445,14924,20781,"(1739, -171)"
8007,191089,191097,-95,217,-604,-863,-5,36,7305,17552,14679,20769,"(1661, -139)"
8008,191111,191119,-138,184,-666,-879,26,42,7297,18755,13978,20745,"(1729, -139)"
8009,191137,191146,-13,367,-649,-655,52,36,7292,19953,13170,20883,"(1718, -139)"
8010,191163,191171,-61,335,-622,-703,46,36,7265,20719,12003,20949,"(1676, -139)"
8011,191185,191193,-13,284,-776,-671,25,36,7275,21180,11290,20775,"(1675, -139)"
8012,191207,191215,-54,263,-600,-703,27,37,7257,21809,10195,20571,"(1695, -139)"
8013,191228,191237,-76,279,-694,-575,-17,33,7245,21958,9380,20655,"(1690, -171)"
8014,191250,191259,-110,270,-582,-559,22,37,7239,21880,8303,21056,"(1727, -139)"
