count,tInitial,tFinal,accel_M_x,accel_M_y,accel_M_z,accel_H,gyro_M_x,gyro_M_y,gyro_M_z,mag_M_x,mag_M_y,mag_M_z,temp
5543,132399,132408,8,99,932,-143,86,29,-1,20821,17450,25995,"(12186, -171)"
5544,132421,132430,2,104,931,-95,90,33,1,20833,17396,25888,"(12235, -171)"
5545,132443,132452,7,110,939,-239,81,29,3,20797,17444,25750,"(12200, -171)"
5546,132465,132474,1,110,928,143,82,29,4,20791,17355,25858,"(12222, -171)"
5547,132487,132495,2,107,942,255,85,29,9,20791,17468,25906,"(12201, -171)"
5548,132509,132517,10,105,940,-175,88,33,-4,20653,17133,25882,"(11552, -171)"
5549,132531,132539,4,108,937,-31,89,29,-3,20803,17492,25912,"(12203, -171)"
5550,132556,132565,12,106,937,-31,81,28,-2,20635,17355,25822,"(12196, -171)"
5551,132578,132586,5,111,941,-95,82,32,3,20743,17235,25971,"(12175, -171)"
5552,132600,132608,5,110,939,127,83,32,8,20653,17241,26019,"(12226, -171)"
5553,132622,132630,2,115,932,175,84,32,0,20833,17073,26079,"(12240, -171)"
5554,132648,132656,8,105,929,0,83,30,-5,20707,17121,25552,"(12235, -171)"
5555,132692,132700,4,109,941,95,85,30,0,20899,17127,26055,"(12206, -171)"
5556,132755,132764,8,110,941,-95,90,30,2,20803,17013,25630,"(12223, -171)"
5557,132806,132815,1,115,930,127,85,29,-3,20964,17378,25816,"(12188, -171)"
5558,132829,132837,2,110,940,-63,90,29,-4,21084,17295,26007,"(12183, -171)"
5559,132850,132859,7,102,938,15,83,27,4,20863,17372,25947,"(12190, -171)"
5560,132876,132884,13,111,931,351,85,34,1,20946,17384,26199,"(12233, -171)"
5561,132898,132906,4,110,946,-207,89,33,-1,20928,17265,25828,"(12222, -171)"
5562,132919,132928,2,110,935,-63,86,30,2,21006,17390,25810,"(12213, -171)"
5563,132941,132950,4,98,928,-143,76,29,4,20946,17498,26103,"(12224, -171)"
5564,132963,132972,6,107,934,47,84,35,3,20982,17307,25786,"(12217, -171)"
5565,132985,132994,4,106,946,95,86,30,1,20875,17456,25696,"(12193, -171)"
5566,133007,133015,3,102,939,-95,90,28,-3,20911,17307,26139,"(12203, -171)"
5567,133041,133050,7,111,946,-159,85,29,0,20815,17390,25888,"(12206, -171)"
5568,133063,133072,4,108,922,47,89,29,1,20976,17301,25983,"(12229, -171)"
5569,133085,133094,3,110,941,191,88,27,0,20905,17396,25852,"(12227, -171)"
5570,133110,133119,7,98,922,15,82,34,1,21090,17331,26121,"(12227, -171)"
5571,133132,133141,3,112,929,-111,82,30,-1,20755,17408,26073,"(12198, -171)"
5572,133154,133163,4,106,937,47,86,29,2,20683,17253,25989,"(12239, -171)"
5573,133176,133185,3,103,935,-111,86,28,5,20677,17223,26055,"(12202, -171)"
5574,133198,133207,11,102,936,-207,82,33,4,20719,17157,26313,"(12174, -171)"
5575,133220,133229,4,112,936,159,85,29,-2,20629,17193,26145,"(12183, -171)"
5576,133242,133250,7,107,935,-335,83,30,-1,20887,17187,26181,"(12196, -171)"
5577,133264,133272,6,105,934,-111,90,30,-1,20905,17438,26121,"(12219, -171)"
5578,133286,133294,2,108,932,-319,89,35,1,20833,17313,26241,"(12222, -171)"
5579,133308,133316,2,110,938,-111,91,30,6,20791,17283,26091,"(12238, -171)"
5580,133337,133346,4,103,939,47,88,29,1,20958,16953,25906,"(12240, -171)"
5581,133359,133368,2,105,945,-15,88,32,0,20785,17319,25804,"(12213, -171)"
5582,133381,133390,8,111,939,31,81,26,0,20887,17139,26079,"(12199, -171)"
5583,133403,133412,7,112,937,-191,92,29,-1,20946,17127,26325,"(12177, -171)"
5584,133425,133434,6,106,931,15,88,29,4,20881,17169,26241,"(12235, -171)"
5585,133447,133456,9,102,930,175,91,29,1,20803,17187,26325,"(12214, -171)"
5586,133469,133477,2,105,938,0,86,28,1,21024,17283,26235,"(12196, -171)"
5587,133491,133499,4,110,937,-47,85,28,-2,21048,17361,26001,"(12241, -171)"
5588,133513,133521,4,110,934,-31,83,30,-1,20946,17337,26205,"(12216, -171)"
5589,133540,133549,13,106,928,111,89,30,-3,20815,17289,25923,"(12180, -171)"
5590,133566,133574,4,110,927,-159,74,28,-2,20934,17307,26217,"(12181, -171)"
5591,133588,133596,6,111,935,-143,91,29,1,20815,17390,26319,"(12172, -171)"
5592,133609,133618,3,108,944,-207,88,29,2,20821,17522,26253,"(12233, -171)"
5593,133636,133644,8,107,933,31,82,28,2,20569,17217,26211,"(12243, -171)"
5594,133658,133667,4,108,936,-111,84,33,0,20875,17480,26067,"(12251, -171)"
5595,133680,133688,1,98,944,-175,86,30,-1,20701,17241,26265,"(12238, -171)"
5596,133702,133710,12,105,941,-111,83,30,1,20785,17301,25959,"(12221, -171)"
5597,133724,133732,8,106,941,207,84,32,1,20683,17277,26241,"(12180, -171)"
5598,133746,133754,-1,99,936,175,86,32,-2,20731,17247,26319,"(12164, -171)"
5599,133767,133776,5,106,939,-79,88,27,1,20791,17223,26205,"(12175, -171)"
5600,133793,133801,4,103,937,207,81,29,1,20917,17301,26534,"(12224, -171)"
5601,133855,133863,5,106,938,159,90,28,-1,20934,17331,26313,"(12248, -171)"
5602,133877,133885,4,107,939,-143,93,33,1,21042,17031,26097,"(12238, -171)"
5603,133899,133907,6,105,939,63,85,29,1,20899,17462,26037,"(12211, -171)"
5604,133920,133929,6,109,933,-15,82,27,6,21024,17253,26037,"(12247, -171)"
5605,133942,133951,3,104,936,-223,89,30,2,20952,17408,26037,"(12159, -171)"
5606,133968,133977,8,110,935,-223,88,27,2,20946,17366,25840,"(12194, -171)"
5607,133991,133999,6,106,930,-63,91,32,4,20899,17516,26067,"(12184, -171)"
5608,134013,134021,6,106,940,175,84,28,4,20887,17402,25959,"(12215, -171)"
5609,134034,134043,4,110,933,15,89,30,1,20982,17366,26133,"(12219, -171)"
5610,134060,134068,4,108,936,0,81,26,2,20857,17277,25798,"(12227, -171)"
5611,134082,134090,5,104,943,-207,81,32,2,20713,17223,26283,"(12233, -171)"
5612,134103,134112,4,104,935,447,89,32,2,20976,17390,25750,"(12236, -171)"
5613,134125,134134,5,102,930,207,84,26,2,21018,17259,26031,"(12203, -171)"
5614,134147,134156,0,109,923,-95,84,29,1,20821,17115,25995,"(12199, -171)"
5615,134169,134178,3,117,939,-143,86,29,4,20743,17091,26205,"(12190, -171)"
5616,134191,134199,8,113,941,255,86,29,8,20851,17085,26319,"(12220, -171)"
5617,134213,134221,4,110,943,143,84,32,2,20761,17283,26133,"(12215, -171)"
5618,134235,134243,6,107,943,95,83,30,4,20982,17319,26450,"(12223, -171)"
5619,134261,134269,3,109,939,-175,85,30,1,20911,17414,26205,"(12262, -171)"
5620,134287,134295,5,106,941,63,78,29,2,20779,17366,25912,"(12212, -171)"
5621,134308,134317,0,106,937,-63,83,26,2,20785,17199,26049,"(12178, -171)"
5622,134330,134339,0,113,938,303,90,33,-1,20905,17325,26157,"(12191, -171)"
5623,134352,134361,6,111,933,-143,84,30,2,20815,17061,26163,"(12161, -171)"
5624,134374,134383,6,104,927,127,85,32,1,20731,16965,26187,"(12238, -171)"
5625,134396,134405,9,102,943,-111,88,33,0,21054,17199,25983,"(12227, -171)"
5626,134418,134426,0,104,931,271,90,30,1,20743,17163,25882,"(12247, -171)"
5627,134440,134448,7,110,941,-47,84,32,1,20737,17073,25780,"(12206, -171)"
5628,134462,134470,8,108,934,95,83,32,4,20773,17390,25947,"(12240, -171)"
5629,134484,134492,6,104,936,-63,88,32,0,20731,17067,25929,"(12197, -171)"
5630,134509,134517,3,110,930,-303,88,26,-2,20893,17115,25959,"(12180, -171)"
5631,134531,134539,6,102,935,-159,91,33,3,20755,17343,25720,"(12190, -171)"
5632,134553,134561,6,105,934,-47,84,28,4,20707,17193,25971,"(12227, -171)"
5633,134572,134581,1,118,935,47,88,28,2,20923,17289,26013,"(12236, -171)"
5634,134594,134603,8,97,939,159,88,32,4,20713,17432,25906,"(12249, -171)"
5635,134616,134625,8,101,945,-159,89,32,-3,20671,17253,25822,"(12222, -171)"
5636,134638,134647,2,112,937,-95,80,25,0,20647,17420,26139,"(12245, -171)"
5637,134660,134668,6,113,939,95,82,32,8,20815,17390,25906,"(12183, -171)"
5638,134682,134690,6,104,937,-143,88,27,2,20659,17265,25894,"(12212, -171)"
5639,134704,134712,4,111,937,63,78,27,-3,20587,17133,26343,"(12221, -171)"
5640,134729,134737,6,110,934,31,88,32,-2,20839,17534,25774,"(12231, -171)"
5641,134772,134781,2,109,933,191,84,32,4,20647,17157,26253,"(12227, -171)"
5642,134794,134803,8,102,935,-31,88,30,4,20755,17450,26295,"(12230, -171)"
5643,134816,134825,5,115,931,0,85,34,5,20911,17181,26085,"(12253, -171)"
5644,134838,134846,1,102,943,0,88,28,3,20803,17289,25756,"(12205, -171)"
5645,134860,134868,2,107,934,111,88,36,3,20707,17366,25798,"(12194, -171)"
5646,134886,134894,6,108,942,207,83,32,4,20827,17301,25846,"(12206, -171)"
5647,134908,134917,7,108,934,-79,91,30,2,20875,17313,26079,"(12222, -171)"
5648,134930,134939,6,111,943,-143,89,34,-1,20994,17630,26037,"(12265, -171)"
5649,134952,134960,7,98,929,-223,85,28,-5,20845,17438,25947,"(12245, -171)"
5650,134977,134986,6,108,933,207,88,28,4,20839,17414,25810,"(11531, -171)"
5651,134999,135007,6,116,937,15,86,30,6,20923,17594,25864,"(12234, -171)"
5652,135021,135029,8,112,935,-63,85,32,-1,20665,17456,25882,"(12243, -171)"
5653,135043,135051,5,106,935,-95,84,32,2,20923,17301,25846,"(12184, -171)"
5654,135065,135073,4,104,928,255,85,28,4,20827,17295,25989,"(12194, -171)"
5655,135086,135095,4,113,933,-79,90,29,1,20767,17217,26049,"(12197, -171)"
5656,135108,135117,2,104,929,-143,92,25,4,20755,17313,26343,"(12229, -171)"
5657,135130,135139,7,110,932,95,88,30,0,20779,17283,26187,"(12210, -171)"
5658,135152,135161,11,106,941,0,90,26,5,20713,17259,26438,"(12226, -171)"
5659,135177,135186,4,108,941,79,89,29,0,20791,17402,26055,"(12230, -171)"
5660,135243,135252,3,112,935,-111,84,27,-2,20779,17349,26145,"(12253, -171)"
5661,135265,135273,-2,114,930,0,85,30,2,20785,17522,26343,"(12190, -171)"
5662,135287,135295,6,104,939,239,91,27,6,20761,17361,26205,"(12172, -171)"
5663,135309,135317,6,102,939,-63,93,29,2,20641,17426,25756,"(12202, -171)"
5664,135330,135339,0,104,948,367,88,27,1,20917,17444,26049,"(12237, -171)"
5665,135352,135361,6,108,942,-95,89,26,2,20689,17390,26049,"(12220, -171)"
5666,135374,135383,5,108,935,-127,88,30,8,20629,17450,25900,"(11506, -171)"
5667,135396,135405,6,108,937,63,83,35,3,21048,17630,26043,"(12234, -171)"
5668,135418,135426,6,106,941,191,89,30,2,20857,17474,26019,"(12220, -171)"
5669,135440,135448,3,111,931,-111,83,28,1,20797,17241,26169,"(12200, -171)"
5670,135465,135473,0,101,942,0,83,32,-1,20863,17331,26115,"(12215, -171)"
5671,135487,135495,2,110,932,-47,84,36,5,20731,17372,26253,"(12172, -171)"
5672,135512,135520,2,108,932,-175,92,34,-2,20641,17325,25894,"(12235, -171)"
5673,135534,135542,4,104,927,-255,80,32,5,20928,17414,25935,"(12258, -171)"
5674,135556,135564,6,97,940,-47,90,25,0,20599,17366,26157,"(12220, -171)"
5675,135577,135586,4,111,937,63,89,28,0,20701,17498,26061,"(12229, -171)"
5676,135599,135608,8,106,935,-127,83,28,-2,20857,17546,25929,"(12229, -171)"
5677,135628,135637,7,104,943,63,85,22,0,20749,17480,25738,"(12162, -171)"
5678,135650,135658,5,106,936,47,83,29,2,20701,17295,25858,"(12189, -171)"
5679,135672,135680,4,107,939,-303,89,28,-3,20893,17319,25917,"(12199, -171)"
5680,135697,135706,2,110,933,47,76,28,3,20911,17438,25941,"(12264, -171)"
5681,135719,135727,4,107,927,79,86,28,3,20946,17163,26061,"(12216, -171)"
5682,135741,135749,4,110,928,191,88,33,4,20851,17265,26331,"(12220, -171)"
5683,135763,135771,1,118,938,-63,91,27,-5,20952,17295,26313,"(12210, -171)"
5684,135784,135793,3,106,939,287,85,32,2,20875,17157,26109,"(11565, -171)"
5685,135811,135819,2,110,933,15,84,32,-3,20749,17349,25977,"(12204, -171)"
5686,135833,135841,3,110,933,-47,81,30,3,20899,17402,25917,"(12218, -171)"
5687,135855,135863,2,103,937,15,93,30,3,20893,17187,26277,"(12188, -171)"
5688,135877,135885,2,106,933,-63,90,30,1,20719,17301,26432,"(12218, -171)"
5689,135899,135907,6,110,941,399,86,29,0,21060,17432,26217,"(12224, -171)"
5690,135924,135933,1,109,939,271,85,30,1,20863,17606,26253,"(12222, -171)"
5691,135946,135955,5,106,937,143,85,30,2,20976,17438,25941,"(12218, -171)"
5692,135968,135976,2,103,941,0,82,30,8,20976,17372,25971,"(12206, -171)"
5693,135990,135998,4,104,933,-175,93,32,6,20701,17223,25977,"(11465, -171)"
5694,136012,136020,2,104,939,15,86,28,1,20958,17277,25774,"(12186, -171)"
5695,136034,136042,0,100,936,-159,91,32,-2,20785,17474,25822,"(12203, -171)"
5696,136056,136064,3,110,935,-111,82,28,3,21036,17396,26013,"(12246, -171)"
5697,136078,136086,4,102,928,111,82,28,5,21066,17271,25744,"(12240, -171)"
5698,136104,136112,12,102,937,15,83,34,6,20899,17247,25534,"(12225, -171)"
5699,136126,136135,6,104,936,-143,89,28,-2,20851,17271,25756,"(12258, -171)"
5700,136151,136160,5,114,939,191,88,30,3,20869,16959,26013,"(12209, -171)"
5701,136173,136182,10,97,929,159,85,27,1,20533,17223,26181,"(12187, -171)"
5702,136195,136204,5,104,937,31,88,29,4,20761,17277,26031,"(12190, -171)"
5703,136217,136226,-2,115,945,-159,83,33,1,20623,17289,26103,"(12176, -171)"
5704,136245,136254,6,110,934,255,82,28,0,20581,17217,26001,"(12258, -171)"
5705,136267,136275,9,108,938,-239,92,27,-1,20677,17181,26235,"(12203, -171)"
5706,136289,136297,6,113,920,271,89,32,10,20480,17402,26043,"(12208, -171)"
5707,136311,136319,15,110,936,63,88,28,1,20761,17355,26121,"(12245, -171)"
5708,136333,136341,4,108,943,63,88,34,2,20701,17253,26013,"(12237, -171)"
5709,136355,136363,6,101,936,15,86,35,2,20521,17181,25959,"(12205, -171)"
5710,136380,136388,2,108,933,175,86,34,3,20635,17163,26067,"(12198, -171)"
5711,136406,136415,1,101,927,95,86,30,-2,20605,17378,26145,"(12226, -171)"
5712,136428,136437,4,97,932,-63,85,32,5,20970,17289,26055,"(12237, -171)"
5713,136450,136459,8,100,932,-63,83,29,4,20545,17307,26019,"(12246, -171)"
5714,136472,136481,7,102,933,335,88,32,-1,20605,17211,25816,"(12232, -171)"
5715,136494,136503,0,102,930,95,86,33,-6,20641,17289,25923,"(12221, -171)"
5716,136516,136525,4,107,939,0,89,29,-2,20587,17307,25989,"(12230, -171)"
5717,136538,136546,2,100,929,127,89,27,3,20779,17277,26139,"(12177, -171)"
5718,136600,136608,6,113,933,239,82,33,2,20833,17169,26097,"(12181, -171)"
5719,136622,136630,7,102,936,-143,84,32,4,20964,17361,26432,"(12196, -171)"
5720,136647,136656,0,101,942,0,88,34,-3,20743,17366,26181,"(12246, -171)"
5721,136669,136678,6,107,934,111,82,27,-1,20911,17289,26127,"(12254, -171)"
5722,136691,136699,5,110,930,-95,88,32,1,20677,17229,26337,"(12260, -171)"
5723,136713,136721,2,113,934,63,86,29,3,20839,17361,26025,"(12223, -171)"
5724,136739,136748,2,104,939,191,84,30,4,20725,17498,26510,"(12284, -171)"
5725,136761,136770,10,110,940,95,82,29,-1,20845,17660,26265,"(12214, -171)"
5726,136783,136792,2,106,931,367,90,33,2,20851,17349,26223,"(12197, -171)"
5727,136827,136835,2,102,945,-95,84,33,3,20899,17283,26355,"(12210, -171)"
5728,136848,136857,1,107,926,-47,89,27,2,20881,17115,26271,"(12248, -171)"
5729,136870,136879,8,110,939,31,85,28,1,20988,17193,26462,"(12217, -171)"
5730,136896,136904,3,103,935,111,84,26,1,20821,17402,26313,"(12252, -171)"
5731,136918,136926,4,97,938,-143,85,34,1,21012,17528,26474,"(12239, -171)"
5732,136939,136948,6,100,943,79,82,28,4,20964,17366,25846,"(12219, -171)"
5733,136961,136970,6,105,927,127,86,28,1,20905,17522,26187,"(12210, -171)"
5734,136983,136992,3,101,939,143,89,29,0,20940,17217,26169,"(12177, -171)"
5735,137005,137014,4,101,933,-47,81,30,3,21012,17438,26205,"(12195, -171)"
5736,137027,137036,6,111,930,-31,84,29,1,20988,17396,26396,"(12236, -171)"
5737,137049,137058,4,103,934,-207,84,30,2,20905,17241,26145,"(12231, -171)"
5738,137075,137084,3,105,934,159,90,30,2,21084,17450,26157,"(12238, -171)"
5739,137098,137106,6,101,933,-207,89,28,2,21132,17384,26019,"(12241, -171)"
5740,137123,137131,-164,111,927,79,85,27,5,20779,17384,26127,"(12262, -171)"
5741,137145,137153,5,110,939,79,84,29,5,20940,17253,26319,"(12217, -171)"
5742,137167,137175,4,104,937,95,83,32,-1,20893,17193,25959,"(12181, -171)"
5743,137189,137197,5,108,940,-239,81,27,5,20803,17343,26127,"(12215, -171)"
5744,137211,137219,7,106,934,63,85,28,1,20905,17157,25726,"(12251, -171)"
5745,137232,137241,8,110,933,-95,85,33,4,20887,17408,25864,"(12224, -171)"
5746,137254,137263,2,102,935,15,83,28,6,20725,17277,25834,"(12236, -171)"
5747,137276,137285,1,112,934,-239,86,30,-1,20857,17271,26097,"(12247, -171)"
5748,137298,137307,0,110,931,-207,90,29,1,20863,17396,26169,"(12237, -171)"
5749,137320,137329,8,104,936,-191,85,29,3,20857,17313,26115,"(11738, -171)"
5750,137345,137354,6,108,940,-31,78,29,-2,21018,17384,26265,"(12220, -171)"
5751,137372,137380,0,108,927,-47,81,29,1,20755,17307,26121,"(12235, -171)"
5752,137394,137402,6,104,945,-127,93,30,6,20779,17438,26067,"(12221, -171)"
5753,137416,137424,6,102,930,111,80,27,5,20731,17432,26229,"(12232, -171)"
5754,137438,137446,7,112,936,111,83,32,0,20767,17319,26127,"(12234, -171)"
5755,137460,137468,6,108,937,223,81,33,4,20833,17283,25923,"(12221, -171)"
5756,137482,137490,7,106,931,47,85,27,-3,20797,17337,25744,"(12230, -171)"
5757,137503,137512,7,110,939,255,86,33,2,20881,17157,26049,"(12195, -171)"
5758,137525,137534,2,104,941,79,85,29,4,20863,17355,25738,"(11466, -171)"
5759,137547,137556,5,112,933,-127,86,32,-6,20845,17349,25912,"(12186, -171)"
5760,137572,137581,6,103,932,207,88,27,0,20809,17283,26079,"(12257, -171)"
5761,137594,137603,4,102,940,79,85,25,3,20773,17301,25965,"(12223, -171)"
5762,137616,137625,2,99,942,15,88,33,3,20857,17187,25816,"(12248, -171)"
5763,137638,137647,11,104,943,-431,88,27,3,20719,17127,26037,"(12213, -171)"
5764,137664,137673,2,113,939,-95,88,32,6,20893,17283,26151,"(12266, -171)"
5765,137687,137695,1,106,937,207,85,29,2,20665,17247,26193,"(12186, -171)"
5766,137709,137717,4,108,933,95,85,30,289,20695,17181,26223,"(12200, -171)"
5767,137730,137739,2,111,936,-47,88,30,6,20875,17241,26331,"(11499, -171)"
5768,137752,137761,6,108,930,175,82,32,0,20749,17115,25894,"(12221, -171)"
5769,137774,137783,4,109,928,191,80,30,6,20683,17091,25810,"(12214, -171)"
5770,137799,137808,8,105,940,191,90,29,1,20593,17307,26025,"(12272, -171)"
5771,137821,137830,8,111,933,-191,86,29,1,20857,16965,25876,"(12233, -171)"
5772,137843,137852,5,113,936,95,84,32,3,20934,17205,26061,"(12241, -171)"
5773,137865,137874,2,105,939,463,85,29,2,21084,17001,25977,"(12176, -171)"
5774,137887,137896,7,106,937,239,89,33,3,20755,17259,25995,"(12172, -171)"
5775,137909,137917,6,113,927,143,81,34,2,20911,17426,26187,"(12218, -171)"
5776,137971,137979,8,114,942,-287,84,27,1,20725,17438,25959,"(12246, -171)"
5777,137997,138006,4,110,935,-223,88,29,0,20917,17378,26223,"(12281, -171)"
5778,138019,138028,4,102,935,-95,93,29,-1,20952,17277,26007,"(12212, -171)"
5779,138041,138050,7,107,930,0,85,34,8,21000,17217,25912,"(12232, -171)"
5780,138066,138075,-1,102,935,-159,85,26,3,21042,17295,26043,"(12245, -171)"
5781,138088,138097,3,108,939,191,83,28,8,20845,17516,26109,"(12192, -171)"
5782,138110,138119,0,110,928,-239,88,30,2,20875,17408,25965,"(12203, -171)"
5783,138132,138141,2,103,943,159,89,28,1,20803,17193,26283,"(12188, -171)"
5784,138154,138162,10,97,928,367,81,30,3,20863,17319,26169,"(12243, -171)"
5785,138176,138184,10,107,939,-111,83,26,1,20653,17301,26169,"(12252, -171)"
5786,138198,138206,4,108,939,0,86,32,1,20833,17241,26253,"(12223, -171)"
5787,138227,138235,3,102,941,31,93,30,-3,21030,17390,25953,"(12233, -171)"
5788,138249,138257,4,110,937,0,89,29,1,20875,17025,26474,"(12231, -171)"
5789,138270,138279,6,108,930,-127,86,27,0,20797,17133,26235,"(12197, -171)"
5790,138300,138309,5,116,936,-239,83,33,-2,20845,17319,26384,"(12200, -171)"
5791,138322,138331,4,102,937,303,86,26,4,20701,17325,26229,"(12197, -171)"
5792,138344,138353,5,111,935,0,83,33,5,20665,17181,25953,"(11492, -171)"
5793,138366,138375,5,117,933,0,89,30,0,21006,17253,26420,"(12237, -171)"
5794,138388,138396,6,104,932,143,83,30,2,20875,16906,25923,"(12242, -171)"
5795,138410,138418,5,109,935,-111,88,30,4,20863,17163,26205,"(12216, -171)"
5796,138432,138440,4,107,941,-79,86,32,4,20940,17031,25953,"(12246, -171)"
5797,138454,138462,0,108,943,303,88,33,2,20845,17085,26115,"(12205, -171)"
5798,138475,138484,3,112,926,79,90,33,1,20557,17055,26139,"(12212, -171)"
5799,138497,138506,10,113,940,127,85,32,1,20827,17085,26187,"(12210, -171)"
5800,138523,138531,7,110,934,-79,86,26,2,20779,17235,26019,"(12271, -171)"
5801,138545,138553,5,106,933,-191,83,33,-1,20761,17181,26133,"(12269, -171)"
5802,138566,138575,8,108,937,-79,89,29,-2,20803,17223,26127,"(12223, -171)"
5803,138593,138601,10,106,930,127,89,29,2,20803,16923,26241,"(12240, -171)"
5804,138615,138623,3,102,932,-111,83,34,3,20905,17001,26211,"(12225, -171)"
5805,138637,138645,4,110,937,-111,80,30,3,20797,16995,25756,"(12193, -171)"
5806,138659,138667,2,108,935,0,86,30,3,20809,17193,25822,"(12191, -171)"
5807,138681,138689,8,106,930,159,76,33,0,20737,17235,25977,"(12192, -171)"
5808,138702,138711,10,110,933,447,86,34,-3,20982,17115,25971,"(12216, -171)"
5809,138724,138733,6,103,928,0,80,28,2,20677,17253,25917,"(12244, -171)"
5810,138750,138758,4,104,928,159,88,32,-1,20845,17133,25941,"(12246, -171)"
5811,138771,138780,10,115,939,0,85,30,0,20923,16983,26253,"(12239, -171)"
5812,138793,138802,11,104,933,-207,88,30,5,20713,17229,26265,"(12223, -171)"
5813,138837,138845,3,108,927,0,89,28,1,20827,17199,26343,"(12217, -171)"
5814,138859,138867,6,102,940,319,78,28,3,20994,16995,25989,"(12196, -171)"
5815,138880,138889,10,115,938,79,89,30,0,20761,17349,26031,"(12197, -171)"
5816,138907,138915,9,104,928,-63,91,30,3,20839,17396,26079,"(12251, -171)"
5817,138935,138943,7,104,941,111,89,26,0,20899,17271,25780,"(12230, -171)"
5818,138956,138965,3,114,924,15,85,32,8,20982,17355,25792,"(12241, -171)"
5819,138978,138987,10,105,926,79,85,26,2,21042,17384,26037,"(12246, -171)"
5820,139004,139012,5,110,943,0,86,33,0,21180,17378,25941,"(12254, -171)"
5821,139025,139034,4,109,945,175,86,29,2,21114,17229,26019,"(12219, -171)"
5822,139047,139056,6,104,942,-191,89,30,5,21102,17271,25762,"(12215, -171)"
5823,139069,139078,1,107,923,143,86,30,-4,21084,17121,26301,"(12220, -171)"
5824,139091,139100,1,110,939,-111,93,29,2,20994,17277,26103,"(12211, -171)"
5825,139113,139121,5,110,939,143,82,26,1,21036,17103,26109,"(12214, -171)"
5826,139135,139143,9,110,938,111,86,29,2,21120,17253,26372,"(12244, -171)"
5827,139157,139165,5,104,937,-15,89,29,2,20952,17181,26313,"(12240, -171)"
5828,139178,139187,4,110,923,-191,85,29,3,21060,17175,26247,"(12256, -171)"
5829,139205,139213,7,110,942,0,90,26,2,20976,17133,26378,"(12214, -171)"
5830,139230,139239,2,102,934,-47,88,27,3,20869,17157,26193,"(12223, -171)"
5831,139252,139261,6,105,942,31,82,29,1,20863,17079,26480,"(12188, -171)"
5832,139274,139282,4,105,934,15,85,32,2,20839,17229,26402,"(12263, -171)"
5833,139296,139304,6,108,929,-143,86,28,4,20994,17343,26366,"(12252, -171)"
5834,139358,139366,5,104,934,47,88,29,1,20761,17217,25959,"(12236, -171)"
5835,139380,139388,8,99,937,-47,90,30,-1,20923,17139,26121,"(12220, -171)"
5836,139401,139410,9,110,929,111,84,32,2,20958,17301,26049,"(12235, -171)"
5837,139423,139432,4,104,931,0,85,30,-3,20683,17061,26259,"(12207, -171)"
5838,139445,139454,12,110,944,95,89,29,1,20875,17055,26097,"(12182, -171)"
5839,139467,139476,3,98,935,0,82,29,6,20899,17349,26313,"(12206, -171)"
5840,139492,139501,4,105,935,63,82,25,0,20827,17259,26289,"(12239, -171)"
5841,139514,139523,7,105,937,223,83,33,-2,20797,17193,26480,"(12255, -171)"
5842,139536,139545,2,108,933,-63,84,32,2,20863,17319,26313,"(12256, -171)"
5843,139562,139571,4,104,935,-175,85,30,2,20946,17259,26307,"(12271, -171)"
5844,139585,139593,8,106,930,47,90,27,6,21030,17157,26450,"(12275, -171)"
5845,139606,139615,4,97,933,31,90,27,-4,20982,17289,25941,"(12202, -171)"
5846,139628,139637,4,105,930,143,83,28,-2,20857,17235,26414,"(12197, -171)"
5847,139650,139659,9,110,934,0,90,27,4,20917,17151,26169,"(12180, -171)"
5848,139672,139681,14,104,928,-15,86,27,0,20833,17205,26103,"(12247, -171)"
5849,139694,139702,4,103,930,-335,88,25,1,20725,17331,25858,"(12226, -171)"
5850,139719,139728,4,106,937,-223,85,30,2,20994,17271,26337,"(12221, -171)"
5851,139741,139750,12,106,933,-335,81,30,6,20964,17181,26109,"(12222, -171)"
5852,139763,139771,5,104,933,-111,89,33,-1,20934,17211,25971,"(12212, -171)"
5853,139785,139793,4,102,941,303,89,34,3,20857,17211,26414,"(12171, -171)"
5854,139807,139815,10,106,937,-207,81,32,-3,20970,17139,26235,"(12199, -171)"
5855,139829,139837,1,108,924,319,78,30,3,20946,17408,26432,"(12186, -171)"
5856,139855,139863,2,107,934,-143,88,27,3,20958,17025,26151,"(12257, -171)"
5857,139877,139886,4,99,941,15,82,33,4,20952,16888,25941,"(12264, -171)"
5858,139899,139907,7,115,931,0,89,30,3,21174,17151,25971,"(12218, -171)"
5859,139921,139929,2,115,926,207,92,30,0,21102,17259,25912,"(12220, -171)"
5860,139946,139954,4,106,937,-47,86,30,0,20970,17217,25900,"(12280, -171)"
5861,139968,139976,2,106,935,31,88,34,0,21012,17289,25804,"(12199, -171)"
5862,139990,139998,5,110,937,-31,84,32,0,21054,17474,25786,"(12180, -171)"
5863,140012,140020,3,106,943,-47,89,28,-4,21102,17211,25888,"(12183, -171)"
5864,140033,140042,2,113,931,63,94,30,1,20797,17313,25666,"(12232, -171)"
5865,140055,140064,4,101,933,-175,83,33,2,20928,17181,25498,"(12238, -171)"
5866,140077,140086,2,110,944,-63,85,28,5,21138,17247,25953,"(12230, -171)"
5867,140099,140107,6,105,946,175,92,33,5,21036,17283,25768,"(12228, -171)"
5868,140121,140129,1,108,931,15,83,28,4,21102,17169,25828,"(12221, -171)"
